,SKU,ProductName,NetPrice,Quantity
41,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,180.88200000000003,2
42,FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,140.05259999999998,5
43,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",51.1056,5
44,FUR-BO-10004467,Bestar Classic Bookcase,80.9919,2
45,FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,127.85640000000001,2
46,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,139.3546,2
47,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",45.2244,2
48,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",678.3545999999999,5
49,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,160.28400000000002,5
50,FUR-CH-10000155,Global Comet Stacking Armless Chair,215.31600000000003,2
51,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",76.93100000000003,2
52,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,249.30160000000004,5
53,FUR-CH-10000309,Global Comet Stacking Arm Chair,316.88250000000005,2
54,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,76.4316,5
55,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",170.78600000000003,5
56,FUR-CH-10000513,High-Back Leather Manager's Chair,118.29090000000002,5
57,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",24.776200000000003,5
58,FUR-CH-10000595,Safco Contoured Stacking Chairs,178.80000000000004,2
59,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",105.68600000000002,5
60,FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,152.02319999999997,2
61,FUR-CH-10000785,Global Ergonomic Managers Chair,133.9252,5
62,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,215.32520000000005,2
63,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,134.3722,5
64,FUR-CH-10000988,Hon Olson Stacker Stools,101.38320000000002,2
65,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",45.66750000000002,2
66,FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,123.75090000000003,2
67,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,375.73500000000007,5
68,FUR-CH-10001270,Harbour Creations Steel Folding Chair,60.37500000000001,2
69,FUR-CH-10001394,Global Leather Executive Chair,245.69300000000007,2
70,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,116.5722,2
71,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,95.74320000000002,2
72,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,111.37420000000002,2
73,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",138.81879999999998,2
74,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",27.320800000000006,5
75,FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,95.5742,5
76,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,266.74480000000005,2
77,FUR-CH-10001891,Global Deluxe Office Fabric Chairs,70.06540000000001,2
78,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,95.44280000000002,2
79,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,19.180800000000005,5
80,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,560.784,5
81,FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",121.81139999999999,2
82,FUR-CH-10002073,Hon Olson Stacker Chairs,187.9938,2
83,FUR-CH-10002084,Hon Mobius Operator's Chair,95.9322,2
84,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,175.66559999999998,2
85,FUR-CH-10002304,"Global Stack Chair without Arms, Black",19.485000000000003,5
86,FUR-CH-10002317,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,181.28600000000006,5
87,FUR-CH-10002320,Hon Pagoda Stacking Chairs,224.6860000000001,5
88,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,281.2242000000001,2
89,FUR-CH-10002335,Hon GuestStacker Chair,167.7358,5
90,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,71.2624,5
91,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",43.082800000000006,2
92,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,111.7252,2
93,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",53.235000000000014,2
94,FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",170.78600000000003,2
95,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",36.1958,5
96,FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,69.14480000000002,5
97,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",109.46110000000002,2
98,FUR-CH-10002961,"Leather Task Chair, Black",72.784,2
99,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",146.7154,2
100,FUR-CH-10003061,"Global Leather Task Chair, Black",72.89190000000002,5
101,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,84.34480000000002,2
102,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",119.19180000000001,2
103,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,261.31140000000005,5
104,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,213.73500000000004,5
105,FUR-CH-10003396,Global Deluxe Steno Chair,68.51220000000002,2
106,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",50.613400000000006,2
107,FUR-CH-10003606,SAFCO Folding Chair Trolley,92.33280000000002,2
108,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,231.1056,2
109,FUR-CH-10003761,Global Italian Leather Office Chair,95.6154,2
110,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",79.15260000000002,5
111,FUR-CH-10003817,"Global Value Steno Chair, Gray",45.55500000000001,2
112,FUR-CH-10003833,Novimex Fabric Task Chair,51.833000000000006,2
113,FUR-CH-10003846,Hon Valutask Swivel Chairs,84.8232,5
114,FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,66.01140000000001,2
115,FUR-CH-10003968,Novimex Turbo Task Chair,62.46240000000001,5
116,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,267.66720000000004,5
117,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,182.45580000000004,5
118,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,203.04580000000004,2
119,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,207.12830000000002,2
120,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",75.73500000000001,5
121,FUR-CH-10004287,SAFCO Arco Folding Chair,196.10200000000003,2
122,FUR-CH-10004289,Global Super Steno Chair,79.66340000000001,2
123,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",43.23190000000002,5
124,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",213.69580000000005,2
125,FUR-CH-10004540,Global Chrome Stack Chair,25.024400000000004,5
126,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,76.67640000000002,5
127,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",157.01760000000004,5
128,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",58.305600000000005,2
129,FUR-CH-10004754,"Global Stack Chair with Arms, Black",21.885400000000004,2
130,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",107.1958,5
131,FUR-CH-10004860,Global Low Back Tilter Chair,94.92120000000001,2
132,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,51.96140000000001,5
133,FUR-CH-10004886,Bevis Steel Folding Chairs,69.08400000000002,5
134,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,123.95460000000003,2
135,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,150.384,2
136,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",3.4293,5
137,FUR-FU-10000023,Eldon Wave Desk Accessories,3.2983999999999996,5
138,FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,5.159000000000001,2
139,FUR-FU-10000076,24-Hour Round Wall Clock,11.388600000000002,5
140,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",13.4048,2
141,FUR-FU-10000175,DAX Wood Document Frame.,9.473700000000003,5
142,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,29.881600000000002,5
143,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",1.5423000000000004,5
144,FUR-FU-10000221,"Master Caster Door Stop, Brown",3.3528000000000007,2
145,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",21.7616,5
146,FUR-FU-10000246,Aluminum Document Frame,8.554000000000004,2
147,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",5.177600000000002,5
148,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,80.0584,5
149,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,98.97260000000003,2
150,FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",59.62320000000001,2
151,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,48.5004,5
152,FUR-FU-10000320,OIC Stacking Trays,1.8704,2
153,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,14.356800000000002,5
154,FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",8.089200000000002,5
155,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,15.181000000000001,2
156,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",20.244600000000005,2
157,FUR-FU-10000550,Stacking Trays by OIC,3.3366000000000007,2
158,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,155.28160000000003,5
159,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,7.9982,2
160,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",7.761600000000001,2
161,FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",5.4848,2
162,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",37.601200000000006,5
163,FUR-FU-10000732,Eldon 200 Class Desk Accessories,4.270400000000001,5
164,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,38.1634,2
165,FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,4.68,2
166,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,16.947200000000006,2
167,FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",3.6424,2
168,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",6.032400000000001,2
169,FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,13.9318,2
170,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",30.644599999999997,5
171,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",2.7702000000000004,2
172,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",5.214000000000001,2
173,FUR-FU-10001057,Tensor Track Tree Floor Lamp,15.392299999999999,2
174,FUR-FU-10001085,3M Polarizing Light Filter Sleeves,10.071000000000002,2
175,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,16.417600000000004,2
176,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",18.2487,5
177,FUR-FU-10001196,DAX Cubicle Frames - 8x10,4.039000000000001,2
178,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",25.0154,2
179,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,28.628000000000007,2
180,FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",14.963199999999999,5
181,FUR-FU-10001424,Dax Clear Box Frame,5.761800000000001,2
182,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,153.882,5
183,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",18.3449,5
184,FUR-FU-10001475,"Contract Clock, 14"", Brown",14.506800000000002,5
185,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",4.955800000000001,2
186,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",84.784,5
187,FUR-FU-10001546,Dana Swing-Arm Lamps,8.010000000000002,5
188,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",16.632600000000004,5
189,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,7.075999999999999,5
190,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",31.102600000000006,5
191,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",6.864000000000001,5
192,FUR-FU-10001706,Longer-Life Soft White Bulbs,1.6016000000000006,2
193,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,1.6554000000000002,5
194,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",13.518400000000003,5
195,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,2.6496,2
196,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",1.1832000000000003,5
197,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",9.894,5
198,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",7.6608,5
199,FUR-FU-10001876,"Computer Room Manger, 14""",20.787200000000002,2
200,FUR-FU-10001889,Ultra Door Pull Handle,7.048400000000001,2
201,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,2.8853000000000004,5
202,FUR-FU-10001934,Magnifier Swing Arm Lamp,15.5252,5
203,FUR-FU-10001935,3M Hangers With Command Adhesive,2.1830000000000003,5
204,FUR-FU-10001940,Staple-based wall hangings,4.4576,2
205,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,14.9925,2
206,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,29.498400000000004,5
207,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",35.68600000000001,2
208,FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",12.4488,5
209,FUR-FU-10002045,"Executive Impressions 14""",12.4488,5
210,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,5.208400000000001,2
211,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,1.2488000000000001,5
212,FUR-FU-10002111,"Master Caster Door Stop, Large Brown",4.513600000000001,5
213,FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",65.76030000000002,2
214,FUR-FU-10002157,Artistic Insta-Plaque,9.5648,5
215,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,3.629600000000001,2
216,FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,2.3640000000000003,5
217,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",26.193399999999997,2
218,FUR-FU-10002268,Ultra Door Push Plate,3.2897000000000007,2
219,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",93.22320000000002,5
220,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",5.239800000000002,2
221,FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,36.4936,5
222,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",7.2964,5
223,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",5.688000000000001,2
224,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",4.1496,5
225,FUR-FU-10002501,Nu-Dell Executive Frame,7.963200000000003,2
226,FUR-FU-10002505,Eldon 100 Class Desk Accessories,2.2916000000000003,5
227,FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",11.431200000000002,2
228,FUR-FU-10002508,Document Clip Frames,4.8372,2
229,FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",26.754500000000004,2
230,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",18.4723,5
231,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",2.8652000000000006,2
232,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,6.968000000000002,2
233,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",11.594,5
234,FUR-FU-10002703,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",56.716,5
235,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,12.787200000000002,5
236,FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",12.953600000000002,2
237,FUR-FU-10002874,Ultra Commercial Grade Dual Valve Door Closer,27.125200000000007,2
238,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",17.942400000000003,2
239,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,2.9884,5
240,FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,80.9722,2
241,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",49.615000000000016,5
242,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",3.6424000000000007,5
243,FUR-FU-10002963,"Master Caster Door Stop, Gray",3.3528000000000002,2
244,FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",2.9524,2
245,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",28.465800000000005,5
246,FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",23.786,2
247,FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",4.3263,2
248,FUR-FU-10003142,"Master Big Foot Doorstop, Beige",3.6432000000000007,5
249,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,65.7416,5
250,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",6.755000000000001,2
251,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,19.511400000000005,2
252,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,31.983999999999998,5
253,FUR-FU-10003274,Regeneration Desk Collection,0.9856000000000001,5
254,FUR-FU-10003347,Coloredge Poster Frame,8.661999999999999,5
255,FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,35.524800000000006,5
256,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",58.06680000000001,5
257,FUR-FU-10003424,Nu-Dell Oak Frame,7.262400000000002,2
258,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",13.790400000000002,5
259,FUR-FU-10003489,Contemporary Borderless Frame,5.4243,2
260,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,16.177800000000005,5
261,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",41.262,2
262,FUR-FU-10003577,Nu-Dell Leatherette Frames,9.177600000000002,2
263,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",75.6286,5
264,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",19.4832,5
265,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",67.77660000000002,5
266,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",6.916,5
267,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",47.913500000000006,2
268,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,6.1938,5
269,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",7.1856,5
270,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,70.77280000000002,5
271,FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",13.0548,2
272,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",12.268200000000004,5
273,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",136.22400000000002,2
274,FUR-FU-10003829,Stackable Trays,2.0944000000000007,5
275,FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",6.753600000000001,2
276,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",12.346400000000001,2
277,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",10.084800000000001,2
278,FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,29.4408,5
279,FUR-FU-10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,45.64019999999999,2
280,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,38.979000000000006,2
281,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",8.302800000000003,2
282,FUR-FU-10003981,Eldon Wave Desk Accessories,1.2064000000000001,5
283,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",35.3995,2
284,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",86.024,2
285,FUR-FU-10004018,Tensor Computer Mounted Lamp,10.8697,2
286,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,3.1179000000000006,2
287,FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,11.5368,5
288,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,89.44860000000001,2
289,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",14.894100000000005,5
290,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",27.6946,5
291,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,23.961000000000002,5
292,FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",2.772,2
293,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,75.702,5
294,FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",12.5736,2
295,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",11.3457,2
296,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,143.78200000000004,2
297,FUR-FU-10004351,Staple-based wall hangings,5.454400000000001,5
298,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",3.0912000000000006,2
299,FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",25.14560000000001,5
300,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,3.4528000000000008,5
301,FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",10.679400000000001,5
